App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Sentiment_Subjectivity
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388.0,19.0,100000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.014176835317460314,0.4009321581196581
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878.0,28.0,1000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.2534184783470498,0.5762854447140161
Google Trips - Travel Planner,TRAVEL_AND_LOCAL,4.1,26871.0,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 26, 2018",1.10.0.205086730,4.1 and up,0.3,0.0
Airbnb,TRAVEL_AND_LOCAL,4.4,359403.0,19.0,10000000,Free,0.0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,0.1080045398230162,0.49490795255052167
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782.0,7.6,5000000,Free,0.0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up,0.7,0.6000000000000001
Google Earth,TRAVEL_AND_LOCAL,4.3,2338655.0,19.0,100000000,Free,0.0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,0.0949020549208519,0.46496248060627754
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551.0,42.0,10000000,Free,0.0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,0.2726742875180375,0.5009855994699745
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862.0,14.0,10000000,Free,0.0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,0.07130096542927515,0.41218410352646806
Google Street View,TRAVEL_AND_LOCAL,4.2,2129689.0,19.0,1000000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,-0.5,0.6916666666666667
AirAsia,TRAVEL_AND_LOCAL,3.9,98585.0,37.0,10000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,-0.1036063011063011,0.43236171236171234
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851.0,19.0,10000000,Free,0.0,Everyone,Travel & Local,"August 1, 2018",3.9.7,4.3 and up,0.41273037391458445,0.5649483873825979
Allegiant,TRAVEL_AND_LOCAL,3.1,5572.0,21.0,1000000,Free,0.0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up,0.2333333333333333,0.2333333333333333
Amtrak,TRAVEL_AND_LOCAL,3.7,16815.0,28.0,1000000,Free,0.0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,-0.028284245516388376,0.369246213442642
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.4,45562.0,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",4.0.9.1,4.1 and up,0.341024531024531,0.5210594035594036
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800.0,19.0,10000000,Free,0.0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,-0.06233983927949446,0.4214936131192289
Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.3,171889.0,19.0,10000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device,0.19662472943722942,0.47700787906703085
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560.0,46.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.14325237137108363,0.4622601174814454
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833.0,19.0,50000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.22312904265873015,0.3966579365079365
American Airlines,TRAVEL_AND_LOCAL,3.7,16980.0,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.07563614410998132,0.48372397843328074
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427.0,26.0,100000,Free,0.0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,0.3394679300291545,0.4775996112730807
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734.0,10.0,1000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,0.5463015873015873,0.6215854119425549
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313.0,57.0,100000,Free,0.0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,0.28675125313283206,0.5318358395989975
British Airways,TRAVEL_AND_LOCAL,4.2,25740.0,51.0,1000000,Free,0.0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.20510616367759224,0.3991548134405278
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546.0,24.0,5000000,Free,0.0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,0.18377557627557628,0.46549228074869103
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925.0,19.0,1000000,Free,0.0,Everyone,Travel & Local,"July 25, 2018",Varies with device,Varies with device,0.2941989422458173,0.5885373468706802
Flights,TRAVEL_AND_LOCAL,4.4,18039.0,3.1,1000000,Free,0.0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,0.140565164002664,0.4000104062604063
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780.0,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.42191239316239315,0.5859340659340659
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915.0,19.0,1000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.2987896825396825,0.7192063492063492
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776.0,19.0,1000000,Free,0.0,Teen,Travel & Local,"July 10, 2018",Varies with device,Varies with device,0.24728937266437265,0.529696291362958
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323.0,19.0,1000000,Free,0.0,Everyone,Travel & Local,"July 19, 2018",Varies with device,Varies with device,0.18702944624819623,0.45971741221741225
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573.0,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.32890805836770404,0.5544839759613381
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202.0,12.0,5000000,Free,0.0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,0.16078538359788358,0.35309964726631393
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525.0,19.0,10000000,Free,0.0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device,0.4795306122448979,0.6043673469387756
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890.0,7.6,100000,Free,0.0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,0.1509645061728395,0.5006944444444444
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153.0,19.0,1000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.2564173789173789,0.48700854700854695
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723.0,4.1,10000000,Free,0.0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,0.3980736961451247,0.4026825396825397
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762.0,8.5,1000000,Free,0.0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,0.08928481240981238,0.42453282828282823
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971.0,22.0,500000,Free,0.0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,0.3712767777565572,0.43856872294372296
Google,TOOLS,4.4,8033493.0,4.2,1000000000,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.2603594687476266,0.4927439336978811
Google Translate,TOOLS,4.4,5745093.0,4.2,500000000,Free,0.0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.21416666666666664,0.48999999999999994
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663.0,15.0,100000000,Free,0.0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.27852109695859695,0.4570770895770896
Device Help,TOOLS,4.2,28860.0,4.2,100000000,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,0.09639573827073826,0.3562866225366225
Account Manager,TOOLS,4.1,76604.0,4.2,100000000,Free,0.0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,-0.08763520281275963,0.4564656849884123
File Manager,TOOLS,4.6,739329.0,4.2,50000000,Free,0.0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,0.06183281680440773,0.31330004591368227
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592.0,7.5,10000000,Free,0.0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,-0.0375,0.15416666666666667
ASUS Sound Recorder,TOOLS,4.5,34126.0,4.2,10000000,Free,0.0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,0.5167708333333333,0.5952976190476191
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585.0,8.5,10000000,Free,0.0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,0.13068233101321336,0.5235522935864323
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223.0,7.6,10000000,Free,0.0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,0.21464646464646464,0.3605555555555556
HTC Lock Screen,TOOLS,4.1,28250.0,4.2,10000000,Free,0.0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device,0.031488187738187755,0.44924597778764447
Gboard - the Google Keyboard,TOOLS,4.2,1859115.0,4.2,500000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.0645865156103643,0.5171716244977523
AT&T Smart Wi-Fi,TOOLS,3.9,18513.0,6.1,10000000,Free,0.0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,0.1895487012987013,0.4328650238650239
HTC Sense Input,TOOLS,3.4,17030.0,4.2,10000000,Free,0.0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device,0.024668154761904756,0.4201793154761905
App vault,TOOLS,3.4,25094.0,4.2,10000000,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,-0.04353505760732322,0.4761634199134199
DuraSpeed,TOOLS,3.8,5431.0,1.3,10000000,Free,0.0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,-0.03404401154401155,0.39668705168705165
HTC Sense Input-AR,TOOLS,3.8,1420.0,2.7,100000,Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.2875963541666667,0.42227380952380955
Digital Alarm Clock,TOOLS,4.2,118439.0,16.0,10000000,Free,0.0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,0.34107329093987326,0.480794760360488
Alarm Clock Free,TOOLS,4.0,59973.0,11.0,10000000,Free,0.0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,0.15576177498971616,0.35684034219748506
Alarm Clock,TOOLS,4.3,114788.0,4.2,5000000,Free,0.0,Everyone,Tools,"January 22, 2018",Varies with device,Varies with device,0.17466728294853293,0.371872185813158
High-Powered Flashlight,TOOLS,4.5,429580.0,4.2,10000000,Free,0.0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device,0.3389572975023343,0.5057320261437909
Flashlight & LED Torch,TOOLS,4.3,111507.0,4.2,10000000,Free,0.0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,0.24973333333333333,0.2581777777777778
Color Flashlight,TOOLS,4.2,472904.0,4.2,50000000,Free,0.0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device,0.17583333333333334,0.5264898989898991
Flashlight,TOOLS,4.7,115409.0,4.2,10000000,Free,0.0,Everyone,Tools,"August 6, 2018",Varies with device,Varies with device,0.4054000850340136,0.6072482993197279
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367.0,1.8,5000000,Free,0.0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.55625,0.5946428571428571
Flashlight HD LED,TOOLS,4.3,618918.0,4.2,50000000,Free,0.0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device,0.4522039981091705,0.6406517141861969
Flashlight - Torch LED Light,TOOLS,4.4,192661.0,8.5,10000000,Free,0.0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,0.4045251322751323,0.5391269841269841
Brightest LED Flashlight,TOOLS,4.5,60571.0,4.2,5000000,Free,0.0,Everyone,Tools,"July 2, 2018",Varies with device,Varies with device,0.3741989087301587,0.6228819444444444
Brightest Flashlight Free ®,TOOLS,4.7,1335799.0,3.8,50000000,Free,0.0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,0.4925714285714286,0.5224523809523809
Fraction Calculator Plus Free,TOOLS,4.5,148506.0,11.0,5000000,Free,0.0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,0.37264092538286087,0.5620348647768003
Calculator Plus Free,TOOLS,4.6,679912.0,4.2,10000000,Free,0.0,Everyone,Tools,"July 27, 2018",Varies with device,Varies with device,0.16666666666666666,0.6307142857142858
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692.0,11.0,5000000,Free,0.0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,0.3525981620718463,0.45346700083542185
Calculator with Percent (Free),TOOLS,4.8,48211.0,7.4,1000000,Free,0.0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.03197278911564625,0.5638605442176872
Graphing Calculator,TOOLS,3.9,12388.0,5.3,1000000,Free,0.0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.2458298171589311,0.4644786015672091
ConvertPad - Unit Converter,TOOLS,4.4,90831.0,4.3,10000000,Free,0.0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.22344972943722943,0.48779688251563247
Age Calculator,TOOLS,4.4,24265.0,3.3,1000000,Free,0.0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.1313830266955267,0.6030233698593074
EzCalculator,TOOLS,4.1,1657.0,2.0,100000,Free,0.0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.37776996943115365,0.5213414947625473
Hideman VPN,TOOLS,4.1,88675.0,9.6,5000000,Free,0.0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.12164696116309019,0.40125649738552965
Fast Secure VPN,TOOLS,4.3,56848.0,9.6,1000000,Free,0.0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.1791001133060992,0.41854095315035955
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096.0,10.0,1000000,Free,0.0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.2176688508884801,0.477772631395398
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393.0,8.2,50000000,Free,0.0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.25176470588235295,0.3932843137254902
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833.0,9.9,1000000,Free,0.0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.31363636363636366,0.3477272727272727
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.5,4594198.0,4.2,100000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.2239008620689655,0.31061302681992337
Google Handwriting Input,TOOLS,4.3,94427.0,4.2,10000000,Free,0.0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device,0.2541081871345029,0.39329847053531264
CM Locker - Security Lockscreen,TOOLS,4.6,3090727.0,4.2,100000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.24005452304247984,0.480303944163994
AppLock - Fingerprint,TOOLS,4.4,745245.0,3.5,10000000,Free,0.0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.20993951418951418,0.5643250329105592
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724.0,21.0,100000,Free,0.0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.5681818181818181,0.4
Evie Launcher,PERSONALIZATION,4.7,139258.0,7.2,5000000,Free,0.0,Everyone,Personalization,"August 3, 2018",Varies with device,4.4 and up,0.27792823212907847,0.48739135996622973
Golden Launcher,PERSONALIZATION,4.4,32794.0,12.0,5000000,Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.507079346092504,0.5899720893141945
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776.0,17.0,100000000,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.2824789562289562,0.5911111111111111
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583.0,3.8,500000,Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.17932800224466894,0.594328202661536
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073.0,23.0,1000000,Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.3507882882882883,0.4158108108108108
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633.0,14.0,1000000,Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.10838064006466784,0.5961899862825789
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688.0,12.0,10000000,Free,0.0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.15973039215686274,0.6061519607843138
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474.0,3.0,10000000,Free,0.0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.26443175805675806,0.599070847362514
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441.0,14.0,100000000,Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.44747311827956987,0.5185483870967742
Apex Launcher,PERSONALIZATION,4.3,266401.0,7.2,10000000,Free,0.0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.1061327486171236,0.4681670875420875
Goku Wallpaper Art,PERSONALIZATION,4.7,6342.0,38.0,1000000,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.4643197278911565,0.517482993197279
Door Lock Screen,PERSONALIZATION,4.3,5413.0,3.9,1000000,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.5166216422466423,0.6068617724867725
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960.0,9.8,10000000,Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.07638888888888888,0.44305555555555554
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056.0,9.8,500000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.20640625,0.5825074404761905
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089.0,27.0,500000,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.25675,0.34328703703703706
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828.0,7.4,100000,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.3185,0.47637755102040824
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890.0,14.0,1000000,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.17941837105155556,0.5016910966315729
Beautiful Widgets Free,PERSONALIZATION,3.9,25037.0,14.0,1000000,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.013460700757575748,0.5222924031986531
HD Widgets,PERSONALIZATION,4.3,58617.0,26.0,1000000,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.18181783519859554,0.5138021885521885
DashClock Widget,PERSONALIZATION,4.1,62301.0,1.9,1000000,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.0333333333333333,0.419047619047619
Fancy Widgets,PERSONALIZATION,4.2,37237.0,3.9,5000000,Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.2142135145323051,0.5463555010574592
Best Wallpapers QHD,PERSONALIZATION,4.4,294701.0,5.1,10000000,Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.4722514455782313,0.6184401360544217
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624.0,10.0,5000000,Free,0.0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.22525030371997284,0.5277725905176885
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459.0,3.3,10000000,Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.20517906336088154,0.5650367309458219
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417.0,0.8330078125,10000000,Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,0.24756756810576253,0.6578138425360648
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495.0,6.4,10000000,Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.253524397462264,0.48231736087307936
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390185.0,7.2,100000000,Free,0.0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.35387590187590184,0.5209487734487734
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771.0,3.5,5000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.390275974025974,0.503655303030303
Horses Live Wallpaper,PERSONALIZATION,4.2,28806.0,7.1,1000000,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.3454586448904631,0.5115710678210679
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616.0,13.0,10000000,Free,0.0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.20134484370347466,0.5776225692297121
BIG Launcher,PERSONALIZATION,4.3,881.0,5.9,10000,Paid,9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,0.18498650308025308,0.41012519511738266
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941.0,7.2,100000000,Free,0.0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.3074404215313306,0.502509237395601
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773.0,7.2,10000000,Free,0.0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up,0.4495659722222222,0.5205729166666667
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926.0,7.1,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.26733509335782063,0.5456981066071975
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297.0,7.1,100000000,Free,0.0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.15506166298122315,0.48715842842000245
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154.0,24.0,10000000,Free,0.0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.2736637188208617,0.5824492063492064
Chrome Beta,PRODUCTIVITY,4.4,228794.0,7.1,10000000,Free,0.0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,0.23162517246398823,0.3778816200855674
Google PDF Viewer,PRODUCTIVITY,4.2,226456.0,7.1,10000000,Free,0.0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.10041042117604618,0.4412866107933072
Calculator - unit converter,PRODUCTIVITY,4.7,287250.0,7.1,50000000,Free,0.0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,0.1833333333333333,0.5333333333333333
Google Keep,PRODUCTIVITY,4.4,691474.0,7.1,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.10001687003472717,0.4888327030112744
Archos File Manager,PRODUCTIVITY,4.0,2131.0,2.3,5000000,Free,0.0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.1152958152958153,0.4863489736070381
ASUS SuperNote,PRODUCTIVITY,4.5,26559.0,7.1,10000000,Free,0.0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,0.19279142355229312,0.484638308551352
HTC File Manager,PRODUCTIVITY,4.2,13500.0,7.1,10000000,Free,0.0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,0.08894901394901396,0.26105098605098603
Dropbox,PRODUCTIVITY,4.4,1861310.0,61.0,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790994,0.4436356041619199
ASUS Quick Memo,PRODUCTIVITY,4.5,23089.0,1.6,10000000,Free,0.0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.02916666666666665,0.33333333333333337
HTC Calendar,PRODUCTIVITY,3.9,6949.0,7.1,10000000,Free,0.0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,-0.03762626262626264,0.694949494949495
ASUS Calling Screen,PRODUCTIVITY,4.2,102451.0,7.1,10000000,Free,0.0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,0.06316393097643097,0.4153295604858105
Content Transfer,PRODUCTIVITY,4.7,19302.0,7.2,5000000,Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.1630472817836099,0.3970588474025974
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396.0,7.1,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.08409023930833825,0.5222918902085569
HTC Mail,PRODUCTIVITY,3.1,6572.0,7.1,10000000,Free,0.0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,0.07874792828699077,0.4266290501826216
Advanced Task Killer,PRODUCTIVITY,4.4,577059.0,1.5,50000000,Free,0.0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.13885152116402114,0.43680291005291
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412.0,7.1,50000000,Free,0.0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.1682022607022607,0.3273473530826472
Hacker's Keyboard,PRODUCTIVITY,4.4,41418.0,1.2,1000000,Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.26137154546438207,0.5788869654427428
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011.0,4.3,500000,Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.14282013621299336,0.49746949974628546
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843.0,7.1,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.21603763727971087,0.4500429534831867
Easy Voice Recorder,PRODUCTIVITY,4.4,205191.0,7.1,10000000,Free,0.0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.4358370518370518,0.5656775421363334
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695.0,7.1,1000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,0.1707539682539683,0.5442857142857143
